scaffold	type	Quality
NC_031074.1 Gordonia phage Bantam, complete genome	lysogenic	high quality draft
NC_012662.1 Vibrio phage VP93, complete genome	lytic	high quality draft
NC_054761.1 Mycobacterium phage Zetzy, complete genome	lysogenic	high quality draft
NC_001493.2 Ictalurid herpesvirus 1 strain Auburn 1, complete genome	lytic	medium quality draft
NC_007710.1 Xanthomonas oryzae phage OP2 DNA, complete genome	lytic	high quality draft
NC_061444.1 Erwinia phage pEa_SNUABM_32, complete genome	lytic	high quality draft
NC_055044.1 Staphylococcus phage SAP11, complete genome	lysogenic	medium quality draft
NC_001697.1 Haemophilus phage HP1, complete genome	lysogenic	medium quality draft
NC_049494.1 Acinetobacter phage vB_AbaM_PhT2, complete genome	lytic	high quality draft
NC_015454.1 Propionibacterium phage PAD20 endogenous virus, complete genome	lytic	high quality draft
NC_055733.1 Aeromonas phage Ah1, complete genome	lytic	high quality draft
NC_052971.1 Ruegeria phage vB_RpoS-V11, complete genome	lysogenic	medium quality draft
NC_001648.1 Cassava vein mosaic virus, complete genome	lytic	low quality draft
NC_023700.1 Pseudomonas phage PA1/KOR/2010, complete genome	lytic	high quality draft
NC_047868.1 Rhizobium phage RHEph02, complete genome	lytic	high quality draft
NC_029067.1 Vibrio phage eugene 12A10 genomic sequence	lytic	high quality draft
NC_054908.1 Escherichia phage vB_EcoM_DalCa, complete genome	lytic	high quality draft
NC_048657.1 Staphylococcus phage IME1361_01, complete genome	lysogenic	high quality draft
NC_004689.1 Mycobacterium phage Barnyard, complete genome	lytic	high quality draft
NC_007053.1 Staphylococcus phage 3A, complete genome	lytic	medium quality draft
NC_048717.1 Paenibacillus phage Eltigre, complete genome	lysogenic	high quality draft
NC_055796.1 Gordonia phage VanDeWege, complete genome	lysogenic	low quality draft
NC_054446.1 Mycobacterium phage Lemuria, complete genome	lytic	low quality draft
NC_023699.1 Mycobacterium phage SG4, complete genome	lysogenic	medium quality draft
NC_041871.1 Escherichia phage Murica, complete genome	lytic	high quality draft
NC_049453.1 Klebsiella phage ST13-OXA48phi12.1, complete genome	lysogenic	high quality draft
NC_024368.1 Mycobacterium phage Pinto, complete genome	lytic	high quality draft
NC_025444.1 Mycobacterium phage RedRock, complete genome	lytic	high quality draft
NC_053003.1 Salmonella phage vB_SalS_ABTNLsp1, complete genome	lytic	high quality draft
NC_027983.1 Enterobacteria phage AR1 DNA, complete genome	lytic	high quality draft
NC_048197.1 Erwinia phage vB_EhrS_49, complete genome	lysogenic	high quality draft
NC_048892.1 Leptospira biflexa temperate bacteriophage LE1	lytic	high quality draft
NC_004302.1 Bacteriophage r1t integrase, repressor protein (rro), dUTPase, holin and lysin genes, complete cds	lysogenic	high quality draft
NC_003291.2 Bacteriophage PSA complete genome	lysogenic	high quality draft
NC_041930.1 Arthrobacter phage Brent, complete genome	lytic	high quality draft
NC_031931.1 Flavobacterium phage Fpv2, complete genome	lytic	medium quality draft
NC_052972.1 Ruegeria phage vB_RpoS-V7, complete genome	lysogenic	medium quality draft
NC_018862.1 Dragonfly-associated microphage 1, complete genome	lytic	low quality draft
NC_007967.1 Streptomyces phage mu1/6, complete genome	lysogenic	low quality draft
NC_047807.1 Escherichia phage vB_EcoP_C, complete genome	lytic	high quality draft
NC_055900.1 CrAssphage cr125_1, complete genome	lytic	medium quality draft
NC_049427.1 Escherichia phage FEC14, complete genome	lytic	high quality draft
NC_047819.1 Pectobacterium phage PPWS4 DNA, complete genome	lytic	high quality draft
NC_027346.1 Propionibacterium phage PHL171M01, complete genome	lytic	high quality draft
NC_055036.1 Staphylococcus phage IME1348_01, complete genome	lytic	high quality draft
NC_054668.1 Streptomyces phage Daudau, complete genome	lytic	high quality draft
NC_018843.1 Salmonella phage SSU5, complete genome	lytic	high quality draft
NC_020847.1 Cyanophage MED4-184 genomic sequence	lytic	medium quality draft
NC_054392.1 Gordonia phage Archimedes, complete genome	lytic	high quality draft
NC_002519.1 Roseophage SIO1 complete genome	lytic	high quality draft
NC_042023.1 Enterococcus phage phiSHEF5, complete genome	lytic	high quality draft
NC_041845.1 Flavobacterium phage FCV-1, complete genome	lytic	high quality draft
NC_020855.1 Cyanophage P-RSM6 genomic sequence	lytic	high quality draft
NC_031104.1 Pseudomonas phage vB_PaeP_MAG4, complete genome	lytic	high quality draft
NC_049832.1 Escherichia phage vB_EcoS-DELF2 DNA, complete genome	lytic	high quality draft
NC_049438.1 Acinetobacter phage vB_ApiM_fHyAci03, complete genome	lytic	high quality draft
NC_031930.1 Salmonella phage 118970_sal1, complete genome	lytic	high quality draft
NC_049380.1 Vibrio phage JSF3, complete genome	lytic	medium quality draft
NC_023609.1 Mycobacterium phage RhynO, complete genome	lytic	high quality draft
NC_049844.1 Klebsiella phage 13, complete genome	lytic	low quality draft
NC_027388.1 Pseudomonas phage YH6, complete genome	lytic	high quality draft
NC_055776.1 Gordonia phage Geodirt, complete genome	lytic	low quality draft
NC_055790.1 Mycobacterium phage Silverleaf, complete genome	lysogenic	high quality draft
NC_048655.1 Salmonella phage BSPM4, complete genome	lytic	high quality draft
NC_048076.1 Acinetobacter phage vB_AbaP_46-62_Aci07, complete genome	lytic	high quality draft
NC_055755.1 Gordonia phage NatB6, complete genome	lytic	high quality draft
NC_028751.1 Mycobacterium phage Quico, complete genome	lysogenic	medium quality draft
NC_041953.1 Pseudomonas phage PaMx25, complete genome	lytic	high quality draft
NC_028742.1 Mycobacterium phage Baee, complete genome	lytic	high quality draft
NC_052448.1 Mycobacterium phage Mule, complete genome	lytic	high quality draft
NC_048829.1 Flavobacterium phage vB_FspM_lotta8-1, complete genome	lytic	medium quality draft
NC_054956.1 Ralstonia phage Cimandef, complete genome	lytic	high quality draft
NC_049930.1 Enterococcus phage vB_EfaP_Zip, complete genome	lytic	high quality draft
NC_027338.1 Propionibacterium phage PHL064M01, complete genome	lytic	high quality draft
NC_023687.1 Mycobacterium phage Bruns, complete genome	lytic	high quality draft
NC_002643.1 Bdellovibrio phage phiMH2K, complete genome	lytic	low quality draft
NC_016565.1 Staphylococcus phage S24-1, complete genome	lytic	medium quality draft
NC_028898.1 Mannheimia phage vB_MhM_587AP1, complete genome	lysogenic	high quality draft
NC_047936.1 Yersinia phage fPS-53 genome assembly, complete genome: monopartite	lytic	high quality draft
NC_047809.1 Escherichia phage vB_EcoP_K, complete genome	lytic	high quality draft
NC_031050.1 Enterobacteria phage vB_EcoS_NBD2, complete genome	lytic	high quality draft
NC_047753.1 Salmonella phage SEN8, complete genome	lysogenic	medium quality draft
NC_055746.1 Aeromonas phage 50AhydR13PP, complete genome	lytic	high quality draft
NC_054900.1 Citrobacter phage PhiZZ6, complete genome	lytic	high quality draft
NC_047888.1 Ralstonia phage DU_RP_I, complete genome	lysogenic	high quality draft
NC_049925.1 Stx converting phage vB_EcoS_P27, complete genome	lysogenic	high quality draft
NC_052978.1 Proteus phage Saba, complete genome	lytic	high quality draft
NC_055065.1 Vibrio phage 1.020.O._10N.222.48.A2, partial genome	lytic	low quality draft
NC_022334.1 Propionibacterium phage PHL112N00, complete genome	lytic	high quality draft
NC_042109.1 Microbacterium phage Eleri, complete genome	lytic	medium quality draft
NC_009804.1 Thermus phage P74-26, complete genome	lysogenic	high quality draft
NC_048016.1 Erwinia phage Wellington, complete genome	lytic	high quality draft
NC_020876.1 Mycobacterium phage First, complete genome	lytic	high quality draft
NC_048639.1 Pseudomonas phage ZC08, complete genome	lytic	high quality draft
NC_013645.1 Streptococcus phage Abc2, complete genome	lytic	high quality draft
NC_049846.1 Klebsiella phage Shelby, complete genome	lytic	high quality draft
NC_042085.1 Corynebacterium phage C3PO, complete genome	lytic	high quality draft
NC_054973.1 Staphylococcus virus Baq_Sau1, partial genome	lysogenic	high quality draft
NC_054923.1 Escherichia phage KIT03 DNA, complete sequence	lytic	high quality draft
NC_055807.1 Corynebacterium phage Stickynote, complete genome	lytic	high quality draft
NC_055761.1 Synechococcus virus S-PRM1, complete genome	lytic	high quality draft
NC_049381.1 Lactococcus phage R31, complete genome	lytic	low quality draft
NC_016567.1 Vibrio phage SIO-2, complete genome	lytic	high quality draft
NC_051605.1 Mycobacterium phage Amgine, complete genome	lysogenic	high quality draft
NC_014036.1 Klebsiella phage KP15, complete genome	lytic	high quality draft
NC_031054.1 Bacillus phage DirtyBetty, complete genome	lytic	high quality draft
NC_055891.1 CrAssphage cr60_1, complete genome	lytic	medium quality draft
NC_054905.1 Enterobacteria phage Kha5h, complete genome	lytic	high quality draft
NC_048857.1 Phage NBSal005, complete genome	lytic	high quality draft
NC_041900.1 Klebsiella phage vB_KpnM_KpV52, complete genome	lytic	high quality draft
NC_047790.1 Pseudoalteromonas phage C5a, complete genome	lysogenic	medium quality draft
NC_047856.1 Enterobacter phage KNP3, complete genome	lytic	high quality draft
NC_051656.1 Mycobacterium phage Fancypants, complete genome	lysogenic	medium quality draft
NC_029106.1 Achromobacter phage phiAxp-2, complete genome	lytic	high quality draft
NC_042108.1 Gordonia phage Brandonk123, complete genome	lytic	low quality draft
NC_020853.1 Loktanella phage pCB2051-A genomic sequence	lytic	high quality draft
NC_031122.1 Gordonia phage Eyre, complete genome	lysogenic	low quality draft
NC_048083.1 Gordonia phage Getalong, complete genome	lysogenic	medium quality draft
NC_002649.1 Bacillus phage GA-1, complete genome	lytic	high quality draft
NC_048856.1 Phage NBSal003, complete genome	lytic	high quality draft
NC_048851.1 Gordonia phage John316, complete genome	lytic	high quality draft
NC_048044.1 Klebsiella phage NJR15, complete genome	lytic	high quality draft
NC_049472.1 Klebsiella virus UPM 2146, complete genome	lytic	high quality draft
NC_054806.1 Mycobacterium phage Benvolio, complete genome	lytic	high quality draft
NC_042098.1 Erwinia phage vB_EamM_Desertfox, complete genome	lytic	high quality draft
NC_025464.1 Synechococcus phage S-CBP4, complete genome	lytic	high quality draft
NC_048064.1 Escherichia phage LL11, complete genome	lytic	high quality draft
NC_022765.1 Bacillus phage Riggi, complete genome	lytic	high quality draft
NC_031059.1 Rhodovulum phage vB_RhkS_P1, complete genome	lytic	medium quality draft
NC_016164.1 Synechococcus phage S-CBS1, complete genome	lytic	high quality draft
NC_042111.1 Microbacterium phage Ilzat, complete genome	lytic	medium quality draft
NC_055739.1 Enterobacter phage myPSH1140, complete genome	lytic	high quality draft
NC_055005.1 Lactococcus phage vB_Llc_bIBB94p4, complete genome	lytic	high quality draft
NC_011811.1 Erwinia phage phiEa21-4, complete genome	lytic	high quality draft
NC_048834.1 Flavobacterium phage vB_FspS_laban6-1, complete genome	lysogenic	low quality draft
NC_027991.1 Staphylococcus phage SA1, complete genome	lytic	high quality draft
NC_028776.1 Enterobacteria phage CAjan, complete genome	lytic	high quality draft
NC_055760.1 CrAssphage sp. isolate ctbg_1, complete genome	lytic	low quality draft
NC_028778.1 Mycobacterium phage Snenia, complete genome	lysogenic	high quality draft
NC_024367.1 Dinoroseobacter phage DFL12phi1, complete genome	lytic	high quality draft
NC_038380.1 Canna yellow mottle virus isolate CaYMV-A. purpurata, complete genome	lytic	low quality draft
NC_000867.1 Pseudoalteromonas phage PM2, complete genome	lytic	medium quality draft
NC_028984.1 Streptococcus phage M102AD, complete genome	lytic	high quality draft
NC_025442.1 Salmonella phage Chi, complete genome	lytic	high quality draft
NC_027330.1 Escherichia phage ECBP5, complete genome	lytic	high quality draft
NC_055813.1 Streptomyces phage Braelyn, complete genome	lytic	high quality draft
NC_005354.1 Lactobacillus prophage Lj928, complete genome	lysogenic	low quality draft
NC_048698.1 Bacillus phage Carmen17, complete genome	lytic	medium quality draft
NC_053507.1 Mycobacterium phage Finemlucis, complete genome	lysogenic	high quality draft
NC_048035.1 Vibrio phage vB_VpaP_KF1, complete genome	lytic	high quality draft
NC_006356.2 Flavobacterium phage 11b, complete genome	lytic	high quality draft
NC_028980.1 Pseudomonas phage PAE1, complete genome	lytic	high quality draft
NC_049402.1 Lactococcus phage 38507, complete genome	lytic	low quality draft
NC_025734.1 Gerygone associated gemycircularvirus 1 isolate P24a, complete genome	lytic	low quality draft
NC_049346.1 Lactococcus phage 936, complete genome	lytic	low quality draft
NC_041968.1 Pseudomonas phage vB_PaeM_G1, complete genome	lytic	high quality draft
NC_047897.1 Lactobacillus phage Lenus, complete genome	lysogenic	high quality draft
NC_055027.1 Lactococcus phage CHPC971, complete genome	lytic	medium quality draft
NC_015253.1 Brochothrix phage A9, complete genome	lytic	high quality draft
NC_047796.1 Enterococcus phage EFP01, complete genome	lytic	high quality draft
NC_048732.1 Klebsiella phage Seifer, complete genome	lytic	high quality draft
NC_027375.1 Pseudomonas phage vB_PaeP_PPA-ABTNL, complete genome	lytic	high quality draft
NC_048178.1 Escherichia phage Sortsne, complete genome	lytic	high quality draft
NC_005282.1 Enterobacteria phage Felix 01, complete genome	lytic	high quality draft
NC_028667.1 Pseudomonas phage vB_PaeS_PM105	lysogenic	medium quality draft
NC_055002.1 Lactococcus phage vB_Llc_bIBBE1, complete genome	lytic	medium quality draft
NC_054915.1 Escherichia phage vB_EcoM_G8, complete genome	lytic	high quality draft
NC_013588.1 Sulfolobus spindle-shaped virus 7, complete genome	lysogenic	medium quality draft
NC_049945.1 Stx2-converting phage Stx2a_WGPS6 proviral DNA, complete genome	lysogenic	high quality draft
NC_025452.1 Dickeya phage RC-2014, complete genome	lytic	high quality draft
NC_052974.1 Achromobacter phage vB_AchrS_AchV4, complete genome	lysogenic	high quality draft
NC_041938.1 Arthrobacter phage Bennie, complete genome	lytic	high quality draft
NC_048863.1 Salmonella phage yarpen, complete genome	lytic	high quality draft
NC_011802.1 Salmonella enterica bacteriophage SE1, complete genome	lysogenic	high quality draft
NC_015585.1 Pantoea phage LIMEzero, complete genome	lytic	high quality draft
NC_004682.2 Mycobacterium virus Bxz2, complete genome	lytic	high quality draft
NC_048802.1 Stenotrophomonas phage Moby, complete genome	lytic	high quality draft
NC_026613.1 Uncultured phage WW-nAnB strain 3, complete genome	lytic	low quality draft
NC_015294.2 Pseudomonas phage PAK_P1, complete genome	lytic	high quality draft
NC_028872.1 Escherichia phage HY02, complete genome	lytic	high quality draft
NC_013693.1 Shigella phage phiSboM-AG3, complete genome	lytic	high quality draft
NC_052457.1 Mycobacterium phage Rhynn, complete genome	lytic	high quality draft
NC_047916.1 Faecalibacterium phage FP_oengus, complete genome	lysogenic	medium quality draft
NC_047738.1 Rhizobium phage RHEph01, complete genome	lysogenic	high quality draft
NC_031022.1 Shigella phage SHSML-45, complete genome	lytic	high quality draft
NC_028804.1 Mycobacterium phage Barriga, complete genome	lytic	high quality draft
